sequence_id,entity_type,entity_id,start_time,end_time,window_size,event_sequence,route_sequence,status_sequence,method_sequence,avg_response_time,max_response_time,max_risk_score,critical_count,warning_count,error_count,server_error_count,slow_count,very_slow_count,critical_route_count,login_failed_count,unauthorized_count,payment_failed_count,database_timeout_count,label,label_id,reason,scenario_sequence,main_scenarios,scenario_label_sequence,scenario_label_distribution
SEQ-01188,ip,172.16.54.2,2026-06-16 05:32:30,2026-06-16 06:48:30,20,slow_response slow_response slow_response slow_response slow_response page_view page_view login_success login_success record_created slow_response slow_response slow_response slow_response slow_response record_created login_success record_created page_view page_view,/api/reports /api/reports /api/reports /api/reports /api/reports /login /dashboard /api/students /dashboard/alumno / /api/reports /api/reports /api/reports /api/reports /api/reports / / /api/profile /login /,200 200 200 200 200 200 200 200 200 201 200 200 200 200 200 201 200 201 200 200,GET GET GET GET GET GET GET POST POST POST GET GET GET GET GET POST POST POST GET GET,3376.5,8574.0,12,8,2,0,0,10,8,0,0,0,0,0,anomaly,1,Secuencia etiquetada como anomaly usando scenario_label del dataset controlado. Escenarios presentes: mixed_performance_degradation+brute_force. Labels presentes: anomaly.,mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force,mixed_performance_degradation+brute_force,anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly,"{""anomaly"": 20}"
SEQ-01189,ip,172.16.54.2,2026-06-16 05:52:35,2026-06-16 07:08:57,20,page_view page_view login_success login_success record_created slow_response slow_response slow_response slow_response slow_response record_created login_success record_created page_view page_view slow_response slow_response slow_response slow_response slow_response,/login /dashboard /api/students /dashboard/alumno / /api/reports /api/reports /api/reports /api/reports /api/reports / / /api/profile /login / /api/reports /api/reports /api/reports /api/reports /api/reports,200 200 200 200 201 200 200 200 200 200 201 200 201 200 200 200 200 200 200 200,GET GET POST POST POST GET GET GET GET GET POST POST POST GET GET GET GET GET GET GET,3665.9,8964.0,12,8,2,0,0,10,8,0,0,0,0,0,anomaly,1,Secuencia etiquetada como anomaly usando scenario_label del dataset controlado. Escenarios presentes: mixed_performance_degradation+brute_force. Labels presentes: anomaly.,mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force,mixed_performance_degradation+brute_force,anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly,"{""anomaly"": 20}"
SEQ-01190,ip,172.16.54.2,2026-06-16 06:12:52,2026-06-16 07:28:19,20,slow_response slow_response slow_response slow_response slow_response record_created login_success record_created page_view page_view slow_response slow_response slow_response slow_response slow_response page_view record_created record_created page_view data_loaded,/api/reports /api/reports /api/reports /api/reports /api/reports / / /api/profile /login / /api/reports /api/reports /api/reports /api/reports /api/reports /api/notifications / /dashboard /api/profile /api/inventory,200 200 200 200 200 201 200 201 200 200 200 200 200 200 200 200 201 201 200 200,GET GET GET GET GET POST POST POST GET GET GET GET GET GET GET GET POST POST GET GET,3710.5,8964.0,12,8,2,0,0,10,8,0,0,0,0,0,anomaly,1,Secuencia etiquetada como anomaly usando scenario_label del dataset controlado. Escenarios presentes: mixed_performance_degradation+brute_force. Labels presentes: anomaly.,mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force,mixed_performance_degradation+brute_force,anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly,"{""anomaly"": 20}"
SEQ-01191,ip,172.16.54.2,2026-06-16 06:32:58,2026-06-16 07:48:26,20,record_created login_success record_created page_view page_view slow_response slow_response slow_response slow_response slow_response page_view record_created record_created page_view data_loaded slow_response slow_response slow_response slow_response slow_response,/ / /api/profile /login / /api/reports /api/reports /api/reports /api/reports /api/reports /api/notifications / /dashboard /api/profile /api/inventory /api/reports /api/reports /api/reports /api/reports /api/reports,201 200 201 200 200 200 200 200 200 200 200 201 201 200 200 200 200 200 200 200,POST POST POST GET GET GET GET GET GET GET GET POST POST GET GET GET GET GET GET GET,3780.75,8973.0,12,8,2,0,0,10,8,0,0,0,0,0,anomaly,1,Secuencia etiquetada como anomaly usando scenario_label del dataset controlado. Escenarios presentes: mixed_performance_degradation+brute_force. Labels presentes: anomaly.,mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force,mixed_performance_degradation+brute_force,anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly,"{""anomaly"": 20}"
SEQ-01192,ip,172.16.54.2,2026-06-16 06:52:32,2026-06-16 08:08:23,20,slow_response slow_response slow_response slow_response slow_response page_view record_created record_created page_view data_loaded slow_response slow_response slow_response slow_response slow_response login_failed login_failed login_failed login_failed unauthorized_access,/api/reports /api/reports /api/reports /api/reports /api/reports /api/notifications / /dashboard /api/profile /api/inventory /api/reports /api/reports /api/reports /api/reports /api/reports /login /login /login /login /dashboard/admin,200 200 200 200 200 200 201 201 200 200 200 200 200 200 200 401 401 401 401 403,GET GET GET GET GET GET POST POST GET GET GET GET GET GET GET POST POST POST POST GET,3775.55,8973.0,13,13,2,5,0,10,8,1,4,1,0,0,anomaly,1,Secuencia etiquetada como anomaly usando scenario_label del dataset controlado. Escenarios presentes: mixed_performance_degradation+brute_force. Labels presentes: anomaly.,mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force,mixed_performance_degradation+brute_force,anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly,"{""anomaly"": 20}"
SEQ-01193,ip,172.16.54.2,2026-06-16 07:13:00,2026-06-16 08:28:39,20,page_view record_created record_created page_view data_loaded slow_response slow_response slow_response slow_response slow_response login_failed login_failed login_failed login_failed unauthorized_access unauthorized_access page_view record_created login_success page_view,/api/notifications / /dashboard /api/profile /api/inventory /api/reports /api/reports /api/reports /api/reports /api/reports /login /login /login /login /dashboard/admin /dashboard/admin /api/inventory /api/notifications /api/inventory /api/reports,200 201 201 200 200 200 200 200 200 200 401 401 401 401 403 403 200 201 200 200,GET POST POST GET GET GET GET GET GET GET POST POST POST POST GET GET GET POST POST GET,2011.05,8973.0,13,10,1,6,0,5,4,2,4,2,0,0,anomaly,1,Secuencia etiquetada como anomaly usando scenario_label del dataset controlado. Escenarios presentes: mixed_performance_degradation+brute_force. Labels presentes: anomaly.,mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force,mixed_performance_degradation+brute_force,anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly,"{""anomaly"": 20}"
SEQ-01194,ip,172.16.54.2,2026-06-16 07:32:34,2026-06-16 08:48:56,20,slow_response slow_response slow_response slow_response slow_response login_failed login_failed login_failed login_failed unauthorized_access unauthorized_access page_view record_created login_success page_view login_failed login_failed login_failed login_failed unauthorized_access,/api/reports /api/reports /api/reports /api/reports /api/reports /login /login /login /login /dashboard/admin /dashboard/admin /api/inventory /api/notifications /api/inventory /api/reports /login /login /login /login /dashboard/admin,200 200 200 200 200 401 401 401 401 403 403 200 201 200 200 401 401 401 401 403,GET GET GET GET GET POST POST POST POST GET GET GET POST POST GET POST POST POST POST GET,1981.9,8973.0,13,15,1,11,0,5,4,3,8,3,0,0,anomaly,1,Secuencia etiquetada como anomaly usando scenario_label del dataset controlado. Escenarios presentes: mixed_performance_degradation+brute_force. Labels presentes: anomaly.,mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force,mixed_performance_degradation+brute_force,anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly,"{""anomaly"": 20}"
SEQ-01195,ip,172.16.54.2,2026-06-16 07:52:34,2026-06-16 09:08:41,20,login_failed login_failed login_failed login_failed unauthorized_access unauthorized_access page_view record_created login_success page_view login_failed login_failed login_failed login_failed unauthorized_access unauthorized_access record_created page_view data_loaded record_created,/login /login /login /login /dashboard/admin /dashboard/admin /api/inventory /api/notifications /api/inventory /api/reports /login /login /login /login /dashboard/admin /dashboard/admin /api/students /api/profile /dashboard/alumno /api/profile,401 401 401 401 403 403 200 201 200 200 401 401 401 401 403 403 201 200 200 201,POST POST POST POST GET GET GET POST POST GET POST POST POST POST GET GET POST GET GET POST,299.25,582.0,13,12,0,12,0,0,0,4,8,4,0,0,anomaly,1,Secuencia etiquetada como anomaly usando scenario_label del dataset controlado. Escenarios presentes: mixed_performance_degradation+brute_force. Labels presentes: anomaly.,mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force,mixed_performance_degradation+brute_force,anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly,"{""anomaly"": 20}"
SEQ-01196,ip,172.16.54.2,2026-06-16 08:12:46,2026-06-16 09:28:36,20,unauthorized_access page_view record_created login_success page_view login_failed login_failed login_failed login_failed unauthorized_access unauthorized_access record_created page_view data_loaded record_created login_failed login_failed login_failed login_failed unauthorized_access,/dashboard/admin /api/inventory /api/notifications /api/inventory /api/reports /login /login /login /login /dashboard/admin /dashboard/admin /api/students /api/profile /dashboard/alumno /api/profile /login /login /login /login /dashboard/admin,403 200 201 200 200 401 401 401 401 403 403 201 200 200 201 401 401 401 401 403,GET GET POST POST GET POST POST POST POST GET GET POST GET GET POST POST POST POST POST GET,320.6,582.0,13,12,0,12,0,0,0,4,8,4,0,0,anomaly,1,Secuencia etiquetada como anomaly usando scenario_label del dataset controlado. Escenarios presentes: mixed_performance_degradation+brute_force. Labels presentes: anomaly.,mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force,mixed_performance_degradation+brute_force,anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly,"{""anomaly"": 20}"
SEQ-01197,ip,172.16.54.2,2026-06-16 08:32:48,2026-06-16 09:48:24,20,login_failed login_failed login_failed login_failed unauthorized_access unauthorized_access record_created page_view data_loaded record_created login_failed login_failed login_failed login_failed unauthorized_access unauthorized_access page_view data_loaded login_success login_success,/login /login /login /login /dashboard/admin /dashboard/admin /api/students /api/profile /dashboard/alumno /api/profile /login /login /login /login /dashboard/admin /dashboard/admin / /api/students /dashboard/alumno /login,401 401 401 401 403 403 201 200 200 201 401 401 401 401 403 403 200 200 200 200,POST POST POST POST GET GET POST GET GET POST POST POST POST POST GET GET GET GET POST POST,357.0,582.0,13,12,0,12,0,0,0,4,8,4,0,0,anomaly,1,Secuencia etiquetada como anomaly usando scenario_label del dataset controlado. Escenarios presentes: mixed_performance_degradation+brute_force. Labels presentes: anomaly.,mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force,mixed_performance_degradation+brute_force,anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly,"{""anomaly"": 20}"
SEQ-01198,ip,172.16.54.2,2026-06-16 08:53:01,2026-06-16 10:08:48,20,unauthorized_access record_created page_view data_loaded record_created login_failed login_failed login_failed login_failed unauthorized_access unauthorized_access page_view data_loaded login_success login_success login_failed login_failed login_failed login_failed unauthorized_access,/dashboard/admin /api/students /api/profile /dashboard/alumno /api/profile /login /login /login /login /dashboard/admin /dashboard/admin / /api/students /dashboard/alumno /login /login /login /login /login /dashboard/admin,403 201 200 200 201 401 401 401 401 403 403 200 200 200 200 401 401 401 401 403,GET POST GET GET POST POST POST POST POST GET GET GET GET POST POST POST POST POST POST GET,350.4,582.0,13,12,0,12,0,0,0,4,8,4,0,0,anomaly,1,Secuencia etiquetada como anomaly usando scenario_label del dataset controlado. Escenarios presentes: mixed_performance_degradation+brute_force. Labels presentes: anomaly.,mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force,mixed_performance_degradation+brute_force,anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly,"{""anomaly"": 20}"
SEQ-01199,ip,172.16.54.2,2026-06-16 09:12:13,2026-06-16 10:28:36,20,login_failed login_failed login_failed login_failed unauthorized_access unauthorized_access page_view data_loaded login_success login_success login_failed login_failed login_failed login_failed unauthorized_access unauthorized_access record_created data_loaded page_view login_success,/login /login /login /login /dashboard/admin /dashboard/admin / /api/students /dashboard/alumno /login /login /login /login /login /dashboard/admin /dashboard/admin / /login /dashboard/alumno /login,401 401 401 401 403 403 200 200 200 200 401 401 401 401 403 403 201 200 200 200,POST POST POST POST GET GET GET GET POST POST POST POST POST POST GET GET POST GET GET POST,388.05,681.0,13,12,0,12,0,0,0,4,8,4,0,0,anomaly,1,Secuencia etiquetada como anomaly usando scenario_label del dataset controlado. Escenarios presentes: mixed_performance_degradation+brute_force. Labels presentes: anomaly.,mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force,mixed_performance_degradation+brute_force,anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly,"{""anomaly"": 20}"
SEQ-01200,ip,172.16.54.2,2026-06-16 09:32:35,2026-06-16 10:48:43,20,unauthorized_access page_view data_loaded login_success login_success login_failed login_failed login_failed login_failed unauthorized_access unauthorized_access record_created data_loaded page_view login_success login_failed login_failed login_failed login_failed unauthorized_access,/dashboard/admin / /api/students /dashboard/alumno /login /login /login /login /login /dashboard/admin /dashboard/admin / /login /dashboard/alumno /login /login /login /login /login /dashboard/admin,403 200 200 200 200 401 401 401 401 403 403 201 200 200 200 401 401 401 401 403,GET GET GET POST POST POST POST POST POST GET GET POST GET GET POST POST POST POST POST GET,338.85,681.0,13,12,0,12,0,0,0,4,8,4,0,0,anomaly,1,Secuencia etiquetada como anomaly usando scenario_label del dataset controlado. Escenarios presentes: mixed_performance_degradation+brute_force. Labels presentes: anomaly.,mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force mixed_performance_degradation+brute_force,mixed_performance_degradation+brute_force,anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly,"{""anomaly"": 20}"
SEQ-01201,ip,172.16.55.1,2026-06-16 11:22:26,2026-06-16 12:38:48,20,unauthorized_access unauthorized_access unauthorized_access unauthorized_access unauthorized_access unauthorized_access page_view login_success page_view data_loaded unauthorized_access unauthorized_access unauthorized_access unauthorized_access unauthorized_access unauthorized_access data_loaded data_loaded data_loaded page_view,/dashboard/admin /dashboard/admin /dashboard/admin /dashboard/admin /api/admin/users /api/admin/users /api/notifications /api/students /dashboard/alumno /login /dashboard/admin /dashboard/admin /dashboard/admin /dashboard/admin /api/admin/users /api/admin/users /api/profile /api/reports /dashboard/alumno /login,403 403 403 403 403 403 200 200 200 200 403 403 403 403 403 403 200 200 200 200,GET GET GET GET GET GET GET POST GET GET GET GET GET GET GET GET GET GET GET GET,377.15,687.0,9,12,0,12,0,0,0,12,0,12,0,0,anomaly,1,Secuencia etiquetada como anomaly usando scenario_label del dataset controlado. Escenarios presentes: mixed_admin_probe+database_outage. Labels presentes: anomaly.,mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage,mixed_admin_probe+database_outage,anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly,"{""anomaly"": 20}"
SEQ-01202,ip,172.16.55.1,2026-06-16 11:42:31,2026-06-16 12:58:44,20,unauthorized_access page_view login_success page_view data_loaded unauthorized_access unauthorized_access unauthorized_access unauthorized_access unauthorized_access unauthorized_access data_loaded data_loaded data_loaded page_view unauthorized_access unauthorized_access unauthorized_access unauthorized_access unauthorized_access,/api/admin/users /api/notifications /api/students /dashboard/alumno /login /dashboard/admin /dashboard/admin /dashboard/admin /dashboard/admin /api/admin/users /api/admin/users /api/profile /api/reports /dashboard/alumno /login /dashboard/admin /dashboard/admin /dashboard/admin /dashboard/admin /api/admin/users,403 200 200 200 200 403 403 403 403 403 403 200 200 200 200 403 403 403 403 403,GET GET POST GET GET GET GET GET GET GET GET GET GET GET GET GET GET GET GET GET,387.0,717.0,9,12,0,12,0,0,0,12,0,12,0,0,anomaly,1,Secuencia etiquetada como anomaly usando scenario_label del dataset controlado. Escenarios presentes: mixed_admin_probe+database_outage. Labels presentes: anomaly.,mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage,mixed_admin_probe+database_outage,anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly,"{""anomaly"": 20}"
SEQ-01203,ip,172.16.55.1,2026-06-16 12:02:51,2026-06-16 13:18:34,20,unauthorized_access unauthorized_access unauthorized_access unauthorized_access unauthorized_access unauthorized_access data_loaded data_loaded data_loaded page_view unauthorized_access unauthorized_access unauthorized_access unauthorized_access unauthorized_access unauthorized_access data_loaded data_loaded page_view page_view,/dashboard/admin /dashboard/admin /dashboard/admin /dashboard/admin /api/admin/users /api/admin/users /api/profile /api/reports /dashboard/alumno /login /dashboard/admin /dashboard/admin /dashboard/admin /dashboard/admin /api/admin/users /api/admin/users /api/inventory /api/products /api/inventory /dashboard,403 403 403 403 403 403 200 200 200 200 403 403 403 403 403 403 200 200 200 200,GET GET GET GET GET GET GET GET GET GET GET GET GET GET GET GET GET GET GET GET,375.1,717.0,9,12,0,12,0,0,0,12,0,12,0,0,anomaly,1,Secuencia etiquetada como anomaly usando scenario_label del dataset controlado. Escenarios presentes: mixed_admin_probe+database_outage. Labels presentes: anomaly.,mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage mixed_admin_probe+database_outage,mixed_admin_probe+database_outage,anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly anomaly,"{""anomaly"": 20}"
